premise,hypothesis,similarity_score
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users have no options regarding the change.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5478534698486328
An unspecified third party does not receive unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.553080141544342
An unspecified third party does not receive unspecified information about you for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5060290098190308
An unspecified third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5521304607391357
An unspecified third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5360240936279297
An unspecified third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5095090866088867
An unspecified third party does receive unspecified information about you for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5414379835128784
An unspecified third party does receive unspecified information about you for an unspecified purpose. The data is personally identifiable.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5057695508003235
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable. You can opt in for data collection.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5538884997367859
A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.,"(d)  Information maintained for record-keeping purposes shall not be used for any other 
purpose except as reasonably necessary for the business to review and modify its 

CPPA
 
Page 62 of 67 
processes for compliance with the CCPA and these regulations.",0.518815279006958
A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5100125074386597
A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5088343024253845
The public does see unspecified information about you for an additional (non-basic) service or feature.,"(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5008208751678467
The public does see your activities on the website or app for a basic service or feature. The data is personally identifiable. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5442837476730347
The public does see your activities on the website or app for a basic service or feature. The data is personally identifiable. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5442837476730347
The site collects your contact information for legal requirements. Collection happens by some means outside of our label scheme. You can opt out by contacting the company.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.504022479057312
An unnamed third party does receive unspecified information about you for service operations or security. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5239265561103821
An unnamed third party does receive unspecified information about you for marketing purposes.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5130331516265869
An unnamed third party does receive unspecified information about you for marketing purposes.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5010653734207153
An unnamed third party does receive unspecified information about you for marketing purposes.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.509498119354248
You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for marketing purposes.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.524753987789154
You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for marketing purposes.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5639837384223938
A named third party does receive unspecified information about you for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5039643049240112
A named third party does receive unspecified information about you for an additional (non-basic) service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5135374069213867
An unnamed third party does do something outside of our label scheme with unspecified information about you for an additional (non-basic) service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5040531158447266
An unnamed third party does do something outside of our label scheme with unspecified information about you for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5029698610305786
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973385572433472
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973385572433472
A third party outside of our label scheme does receive unspecified information about you for service operations or security. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5168896913528442
An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5129108428955078
An unspecified third party does receive unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5504059791564941
An unspecified third party does receive unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5037276744842529
An unspecified third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5127454996109009
An unspecified third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5127454996109009
An unspecified third party does receive unspecified information about you for a basic service or feature. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5466963052749634
An unspecified third party does receive unspecified information about you for a basic service or feature. The data is aggregated or anonymized.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5034935474395752
An unnamed third party does receive unspecified information about you for marketing purposes. The data is aggregated or anonymized.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5003606081008911
An unnamed third party does receive unspecified information about you for marketing purposes. The data is aggregated or anonymized.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5002546906471252
An unnamed third party does not receive unspecified information about you for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5264145135879517
An unnamed third party does receive unspecified information about you for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5221980810165405
An unspecified third party does not do something outside of our label scheme with unspecified information about you for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5456746816635132
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5378353595733643
An unnamed third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.508344829082489
Another part of the company or institution does receive unspecified information about you for a basic service or feature. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5333229303359985
Another part of the company or institution does receive unspecified information about you for a basic service or feature. The data is personally identifiable.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.546191394329071
Another part of the company or institution does receive unspecified information about you for a basic service or feature. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5333229303359985
Another part of the company or institution does receive unspecified information about you for a basic service or feature. The data is personally identifiable.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.514400064945221
An unnamed third party does receive unspecified information about you for a basic service or feature. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5002281665802002
A user's generic personal information is retained for an unspecified duration to fulfill an unspecified purpose.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5404288172721863
An unnamed third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.508344829082489
An unspecified third party does receive unspecified information about you for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5737875699996948
An unspecified third party does receive unspecified information about you for legal requirements.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5056120753288269
An unspecified third party does receive unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5127002000808716
An unspecified third party does receive unspecified information about you for legal requirements.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5064589381217957
An unspecified third party does receive unspecified information about you for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5171496868133545
An unspecified third party does receive unspecified information about you for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5296740531921387
An unnamed third party does receive your unspecified personal information for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5819308757781982
An unnamed third party does receive your unspecified personal information for legal requirements.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5320148468017578
An unnamed third party does receive your unspecified personal information for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5005499124526978
An unnamed third party does receive your unspecified personal information for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5149680972099304
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5033907294273376
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.581613302230835
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5267252326011658
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5033907294273376
An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5129109025001526
An unnamed third party does receive unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5267440676689148
"You can choose not to use a service or feature to avoid the use of generic personal information by the site, which collects it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5111699104309082
"You can choose not to use a service or feature to avoid the use of generic personal information by the site, which collects it for an unspecified purpose.","(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5020953416824341
"You can choose not to use a service or feature to avoid the use of generic personal information by the site, which collects it for a basic service or feature.","(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5008707046508789
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users can participate in a process to influence the change.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5523562431335449
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens on the website. You can opt in for data collection for the collection of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5180009007453918
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens on the website. You can opt in for data collection for the collection of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5180009007453918
The site collects your generic personal information for marketing purposes. Collection happens on the website. You can opt in for data collection for the collection of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5183303356170654
The site collects your generic personal information for marketing purposes. Collection happens on the website. You can opt in for data collection for the collection of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5183303356170654
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
An unnamed third party does not receive your unspecified personal information for marketing purposes. You can opt in for data collection.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5249315500259399
An unnamed third party does not receive your unspecified personal information for marketing purposes. You can opt in for data collection.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.524052619934082
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5345757007598877
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,"(c)  A business’s maintenance of the information required by this section, where that 
information is not used for any other purpose, does not taken alone violate the CCPA or 
these regulations.",0.503182053565979
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.548185408115387
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.6462236642837524
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5345757007598877
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5384336709976196
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5225549936294556
A named third party does receive your unspecified personal information for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5174984335899353
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973385572433472
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973385572433472
An unnamed third party does receive unspecified information about you for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5594114065170288
An unnamed third party does receive unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.502372145652771
An unnamed third party does receive unspecified information about you for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5026143789291382
A named third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized. You can opt out using the provided link for the use of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5189647674560547
"You can opt in for the use of generic personal information by a third party, which collects or receives it for a purpose outside of our label scheme.",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5470263957977295
"You can opt in for the use of generic personal information by a third party, which collects or receives it for a purpose outside of our label scheme.",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5470263957977295
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5197173953056335
