premise,hypothesis,similarity_score,label
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for marketing purposes.","(b) A business that chooses to use an Alternative Opt-out Link shall title the link, “Your Privacy 
Choices,” or, “Your California Privacy Choices,” and shall include the following opt-out icon 
adjacent to the title.",0.6185312867164612,Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for marketing purposes.","(c) The Alternative Opt-out Link shall direct the consumer to a webpage that includes the 
following information: 
(1) A description of the consumer’s right to opt-out of sale/sharing and right to limit, 
which shall comply with section 7003, subsections (a) and (b); and  
(2) The interactive form or mechanism by which the consumer can submit their request to 
opt-out of sale/sharing and their right to limit online.",0.6066313982009888,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.6954532861709595,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6683475375175476,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.",Alternative Opt-out Link.,0.6516990661621094,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(b) A business that chooses to use an Alternative Opt-out Link shall title the link, “Your Privacy 
Choices,” or, “Your California Privacy Choices,” and shall include the following opt-out icon 
adjacent to the title.",0.6022754907608032,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(c) The Alternative Opt-out Link shall direct the consumer to a webpage that includes the 
following information: 
(1) A description of the consumer’s right to opt-out of sale/sharing and right to limit, 
which shall comply with section 7003, subsections (a) and (b); and  
(2) The interactive form or mechanism by which the consumer can submit their request to 
opt-out of sale/sharing and their right to limit online.",0.6034173369407654,Neutral
"A user type outside of our label scheme can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes.","(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6042971611022949,Neutral
"A user type outside of our label scheme can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes.","(a) The purpose of the Alternative Opt-out Link is to provide businesses the option of 
providing consumers with a single, clearly-labeled link that allows consumers to easily 
exercise both their right to opt-out of sale/sharing and right to limit, instead of posting the 
two separate “Do Not Sell or Share My Personal Information” and “Limit the Use of My 
Sensitive Personal Information” links.",0.6165064573287964,Neutral
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users have no options regarding the change.",(4) Date the privacy policy was last updated.,0.7379987239837646,Neutral
An unspecified third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"(H) Identification of the categories of personal information, if any, that the business 
has disclosed for a business purpose to third parties in the preceding 12 
months.",0.6088806986808777,Neutral
A named third party does do something outside of our label scheme with unspecified information about you for analytics or research. The data is aggregated or anonymized.,(g) Third Parties that Control the Collection of Personal Information.,0.6432091593742371,Neutral
A named third party does receive unspecified information about you for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,(g) Third Parties that Control the Collection of Personal Information.,0.643994927406311,Neutral
A named third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,(g) Third Parties that Control the Collection of Personal Information.,0.6102218627929688,Neutral
An unspecified third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,(g) Third Parties that Control the Collection of Personal Information.,0.6274107098579407,Neutral
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable. You can opt in for data collection.,(g) Third Parties that Control the Collection of Personal Information.,0.6567063331604004,Neutral
"The site collects your generic personal information for a purpose outside of our label scheme. Collection happens in an unspecified way, and your data is identifiable.","(B) Identification of the categories of sources from which the personal information 
is collected.",0.627387285232544,Neutral
The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way. You can opt out by contacting the company.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6412467360496521,Contradiction
The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way. You can opt out by contacting the company.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6264737844467163,Neutral
"The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out by contacting the company for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6346064209938049,Contradiction
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out by contacting the company for the use of your information.","(f) If a business collects personal information from a consumer online, the Notice at Collection 
may be given to the consumer by providing a link that takes the consumer directly to the 
specific section of the business’s privacy policy that contains the information required in 
subsection (e)(1) through (6).",0.601330041885376,Neutral
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out by contacting the company for the use of your information.","that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6447652578353882,Contradiction
An unnamed third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized.,(g) Third Parties that Control the Collection of Personal Information.,0.6115044951438904,Neutral
You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for marketing purposes.,"Directing the consumer to the beginning of the privacy 
policy, or to another section of the privacy policy that does not contain the required 
information, so that the consumer is required to scroll through other information in order 
to determine the categories of personal information to be collected and/or whether the 
business sells or shares the personal information collected, does not satisfy this standard.",0.6158558130264282,Neutral
An unnamed third party does do something outside of our label scheme with unspecified information about you for analytics or research.,(g) Third Parties that Control the Collection of Personal Information.,0.6106030941009521,Neutral
An unspecified third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized.,(g) Third Parties that Control the Collection of Personal Information.,0.6082342267036438,Neutral
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"(H) Identification of the categories of personal information, if any, that the business 
has disclosed for a business purpose to third parties in the preceding 12 
months.",0.6013786196708679,Neutral
A user's generic personal information is retained for an unspecified duration to fulfill an unspecified purpose.,"CPPA
 
Page 19 of 67 
(4) The length of time the business intends to retain each category of personal 
information identified in subsection (e)(1), or if that is not possible, the criteria used to 
determine the period of time it will be retained.",0.6491913795471191,Neutral
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,(g) Third Parties that Control the Collection of Personal Information.,0.6368885040283203,Neutral
An unnamed third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.,(g) Third Parties that Control the Collection of Personal Information.,0.6034514307975769,Neutral
An unnamed third party does collect on the first party website or app your cookies or tracking elements for targeted advertising.,"For 
example, a first party may allow another business, acting as a third party, to control 
the collection of personal information from consumers browsing the first party’s 
website.",0.606167197227478,Entailment
An unnamed third party does collect on the first party website or app something that uniquely identifies you for an additional (non-basic) service or feature. The data is personally identifiable.,"For 
example, a first party may allow another business, acting as a third party, to control 
the collection of personal information from consumers browsing the first party’s 
website.",0.6171640157699585,Entailment
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users can participate in a process to influence the change.",(4) Date the privacy policy was last updated.,0.6699324250221252,Neutral
"The policy makes a statement about how data from Californian users is treated (e.g., California privacy rights).",Privacy Policy.,0.6331954598426819,Neutral
"The policy makes a statement about how data from Californian users is treated (e.g., California privacy rights).","If the business has a California-specific description of consumers’ privacy rights 
on its website, then the privacy policy shall be included in that description.",0.7277168035507202,Neutral
"You can opt in for the use of generic personal information by a third party, which collects or receives it for a purpose outside of our label scheme.","(C) Identification of the specific business or commercial purpose for collecting 
personal information from consumers.",0.6067094206809998,Neutral
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(d) A business that uses or discloses a consumer’s sensitive personal information for purposes 
other than those specified in section 7027, subsection (m), shall provide a Notice of Right 
to Limit or the Alternative Opt-out Link in accordance with the CCPA and sections 7014 and 
7015.",0.6143292784690857,Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,Alternative Opt-out Link.,0.6128931045532227,Neutral
A user with an account can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for an unspecified purpose.,"A mobile application may include a link to the privacy policy in the application’s 
settings menu.",0.6447319984436035,Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.",Alternative Opt-out Link.,0.6415849924087524,Neutral
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear.",(4) Date the privacy policy was last updated.,0.7171545028686523,Neutral
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens on the website.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6019981503486633,Contradiction
The site collects your unspecified information for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.,"(f) If a business collects personal information from a consumer online, the Notice at Collection 
may be given to the consumer by providing a link that takes the consumer directly to the 
specific section of the business’s privacy policy that contains the information required in 
subsection (e)(1) through (6).",0.6073724031448364,Neutral
The site collects your unspecified information for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.633456289768219,Neutral
The site collects your contact information for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.,"(f) If a business collects personal information from a consumer online, the Notice at Collection 
may be given to the consumer by providing a link that takes the consumer directly to the 
specific section of the business’s privacy policy that contains the information required in 
subsection (e)(1) through (6).",0.6055319905281067,Neutral
The site collects your contact information for a purpose outside of our label scheme. Collection happens on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6253592371940613,Neutral
A named third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized. You can opt out using the provided link for the use of your information.,(g) Third Parties that Control the Collection of Personal Information.,0.6169351935386658,Contradiction
"You can opt in for the use of generic personal information by a third party, which collects or receives it for a purpose outside of our label scheme.",(g) Third Parties that Control the Collection of Personal Information.,0.6385985016822815,Neutral
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.631981372833252,Neutral
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(h)  A business shall not sell or share the personal information it collected during the time the 
business did not have a Notice of Right to Opt-out of Sale/Sharing posted unless it obtains 
the consent of the consumer.",0.6199827790260315,Neutral
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6355075836181641,Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.6483579874038696,Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6338314414024353,Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(a) The purpose of the Alternative Opt-out Link is to provide businesses the option of 
providing consumers with a single, clearly-labeled link that allows consumers to easily 
exercise both their right to opt-out of sale/sharing and right to limit, instead of posting the 
two separate “Do Not Sell or Share My Personal Information” and “Limit the Use of My 
Sensitive Personal Information” links.",0.6435275077819824,Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(c) The Alternative Opt-out Link shall direct the consumer to a webpage that includes the 
following information: 
(1) A description of the consumer’s right to opt-out of sale/sharing and right to limit, 
which shall comply with section 7003, subsections (a) and (b); and  
(2) The interactive form or mechanism by which the consumer can submit their request to 
opt-out of sale/sharing and their right to limit online.",0.6009954810142517,Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.","(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.688560962677002,Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.","(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6191362738609314,Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.",Alternative Opt-out Link.,0.6415848731994629,Neutral
Another part of the company or institution does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,"(C) Identification of the specific business or commercial purpose for collecting 
personal information from consumers.",0.6171157360076904,Contradiction
You can opt out (via a link) from the use of unspecified information by an unspecified party for advertising.,Alternative Opt-out Link.,0.6258668899536133,Neutral
A named third party does receive unspecified information about you for marketing purposes. The data is personally identifiable.,"(H) Identification of the categories of personal information, if any, that the business 
has disclosed for a business purpose to third parties in the preceding 12 
months.",0.6256227493286133,Neutral
The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens in an unspecified way. You can choose not to use the service or feature for the collection of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6015119552612305,Neutral
A named third party does do something outside of our label scheme with your unspecified personal information for a basic service or feature. The data is personally identifiable.,(g) Third Parties that Control the Collection of Personal Information.,0.6232324242591858,Neutral
A named third party does receive your unspecified personal information for analytics or research. The data is aggregated or anonymized.,(g) Third Parties that Control the Collection of Personal Information.,0.6818363666534424,Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for advertising.,"(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.6790359020233154,Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for advertising.,"(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6223003268241882,Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for advertising.,Alternative Opt-out Link.,0.6258668303489685,Neutral
"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which collects it for an unspecified purpose.","A mobile application may include a link to the privacy policy in the application’s 
settings menu.",0.6024949550628662,Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for an unspecified purpose.",Alternative Opt-out Link.,0.6910039782524109,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.",Alternative Opt-out Link.,0.626669704914093,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(d) A business that uses or discloses a consumer’s sensitive personal information for purposes 
other than those specified in section 7027, subsection (m), shall provide a Notice of Right 
to Limit or the Alternative Opt-out Link in accordance with the CCPA and sections 7014 and 
7015.",0.6063910722732544,Neutral
An unnamed third party does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,"(H) Identification of the categories of personal information, if any, that the business 
has disclosed for a business purpose to third parties in the preceding 12 
months.",0.6122109889984131,Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.6452039480209351,Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.657437801361084,Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for an unspecified purpose.",Alternative Opt-out Link.,0.6910040378570557,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(d) In lieu of posting the “Do Not Sell or Share My Personal Information” link, a business may 
provide the Alternative Opt-out Link in accordance with section 7015 or process opt-out 
preference signals in a frictionless manner in accordance with section 7025, subsections (f) 
and (g).",0.6562637686729431,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(d) In lieu of posting the “Limit the Use of My Sensitive Personal Information” link, a business 
may provide the Alternative Opt-out Link in accordance with section 7015.",0.6506521701812744,Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.",Alternative Opt-out Link.,0.6266697645187378,Neutral
An unnamed third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized. You can configure your privacy using a method outside our label scheme for the use of your information.,(g) Third Parties that Control the Collection of Personal Information.,0.6193704009056091,Neutral
An unnamed third party does receive unspecified information about you for analytics or research. The data is aggregated or anonymized. You can make a choice about the use of your information.,(g) Third Parties that Control the Collection of Personal Information.,0.6180521845817566,Neutral
An unnamed third party does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,(g) Third Parties that Control the Collection of Personal Information.,0.6243565678596497,Neutral
Another part of the company or institution does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt out by contacting the company for the collection or sharing of your information.,"If the business has not disclosed consumers’ personal information for a 
business purpose in the preceding 12 months, the business shall disclose that 
fact.",0.6356719136238098,Neutral
Another part of the company or institution does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt out by contacting the company for the collection or sharing of your information.,"(d) If a business does not give the Notice at Collection to the consumer at or before the point 
of collection of their personal information, the business shall not collect personal 
information from the consumer.",0.6000181436538696,Neutral
A user's contact information is retained for a stated period of time to contact the user for marketing purposes.,"CPPA
 
Page 19 of 67 
(4) The length of time the business intends to retain each category of personal 
information identified in subsection (e)(1), or if that is not possible, the criteria used to 
determine the period of time it will be retained.",0.6093639135360718,Neutral
"You can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes.",Alternative Opt-out Link.,0.6636134386062622,Neutral
"You can opt out (via a link) from the use of contact information by a third party, which collects or receives it for marketing purposes.",Alternative Opt-out Link.,0.6278715133666992,Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for advertising.",Alternative Opt-out Link.,0.6270638704299927,Neutral
You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by an unspecified party for personalization or customization.,"A mobile application may include a link to the privacy policy in the application’s 
settings menu.",0.6009225249290466,Neutral
You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by an unspecified party for service operations or security.,"A mobile application may include a link to the privacy policy in the application’s 
settings menu.",0.6378480792045593,Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for marketing purposes.",Alternative Opt-out Link.,0.6351985931396484,Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for legal requirements.","(d) A business that uses or discloses a consumer’s sensitive personal information for purposes 
other than those specified in section 7027, subsection (m), shall provide a Notice of Right 
to Limit or the Alternative Opt-out Link in accordance with the CCPA and sections 7014 and 
7015.",0.6032431125640869,Neutral
Another part of the company or institution does receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt out by contacting the company for the collection or sharing of your information.,"that collects personal information from a source other than directly 
from the consumer does not need to provide a Notice at Collection to the consumer if it 
has included in its registration submission a link to its online privacy policy that includes 
instructions on how a consumer can submit a request to opt-out of sale/sharing.",0.6191544532775879,Contradiction
